Order ID,Start Northing,Start Easting,End Northing,End Easting
141,185658.7,520531.03,186166.19,532459.56
142,167766.96,546937.62,180003.43,538093.25
143,196826.63,536790.04,180541.31,509302.59
144,165727.01,530631.31,185520.4,544173.8
145,164142.21,530990.34,197748.41,534437.83
146,182097.0,538419.42,167164.96,519161.2
147,185648.81,520386.09,192880.58,519483.41
148,185658.7,520531.03,178345.86,521371.02
149,180193.93,550041.28,190803.07,539845.93
150,182781.49,546601.21,172460.19,529021.42
151,179513.55,507871.84,188411.65,542478.92
152,165727.01,530631.31,166415.73,527752.13
153,165418.73,530850.99,164279.92,534388.63
154,182049.78,538402.03,193253.61,530150.01
155,180193.93,550041.28,176697.45,541447.55
156,165727.01,530631.31,180054.73,505613.12
157,179513.55,507871.84,179348.4,517385.34
158,182049.78,538402.03,173133.29,547967.37
159,179908.41,533781.95,168056.31,530595.93
160,179908.41,533781.95,182147.69,541796.35
161,164142.21,530990.34,175102.54,526114.29
162,165418.73,530850.99,186735.05,516317.9
163,182781.49,546601.21,167503.03,524844.95
164,196826.63,536790.04,179945.1,532670.68
165,182084.59,533269.42,172331.7,533431.38
166,179513.55,507871.84,174004.79,531768.95
167,182049.78,538402.03,173070.45,544283.24
168,182084.59,533269.42,165123.3,528699.24
169,196826.63,536790.04,181262.31,516264.26
170,196826.63,536790.04,187410.36,550835.04
171,165727.01,530631.31,176307.59,512284.56
172,179513.55,507871.84,181924.7,537731.29
173,182049.78,538402.03,176190.08,533368.08
174,182084.59,533269.42,186356.04,539337.23
175,185658.7,520531.03,193733.89,530606.38
176,179513.55,507871.84,176305.09,531451.44
177,165418.73,530850.99,176393.39,511630.38
178,165418.73,530850.99,196020.79,525917.12
179,165727.01,530631.31,170992.86,526238.37
180,167766.96,546937.62,178641.53,546789.66
181,165418.73,530850.99,184074.38,523301.24
182,179908.41,533781.95,192944.4,529748.13
183,182049.78,538402.03,169018.55,531263.06
184,165727.01,530631.31,197638.4,533826.12
185,165418.73,530850.99,186672.09,522904.83
186,196826.63,536790.04,168324.91,541834.46
187,164142.21,530990.34,180922.89,517736.78
188,165727.01,530631.31,184473.78,531290.49
189,196826.63,536790.04,192951.45,527321.01
190,179908.41,533781.95,179514.85,537848.52
191,167766.96,546937.62,162970.89,539541.51
192,182049.78,538402.03,179190.42,537117.44
193,165727.01,530631.31,189172.35,535764.24
194,164142.21,530990.34,185211.4,537697.92
195,165727.01,530631.31,188095.53,513671.16
196,182049.78,538402.03,162502.18,517139.0
197,185648.81,520386.09,179322.89,542209.78
198,182049.78,538402.03,193707.77,521254.49
199,182084.59,533269.42,182583.16,532491.01
200,185658.7,520531.03,165134.51,520362.79
201,182781.49,546601.21,192031.72,532001.0
202,196826.63,536790.04,181195.52,535080.13
203,182049.78,538402.03,189376.64,531233.35
204,182097.0,538419.42,178195.68,543856.47
205,185658.7,520531.03,180223.13,535101.84
206,185658.7,520531.03,164325.12,519440.1
207,185648.81,520386.09,164982.65,527136.85
208,179908.41,533781.95,186875.88,538843.75
209,164142.21,530990.34,167150.68,533388.24
210,182781.49,546601.21,175864.89,542302.49
211,179513.55,507871.84,183627.7,535252.74
212,182097.0,538419.42,191116.18,532274.89
213,180193.93,550041.28,165598.99,525579.43
214,164142.21,530990.34,166016.03,531650.47
215,185648.81,520386.09,175509.18,524400.69
216,167766.96,546937.62,181853.92,546098.95
217,182781.49,546601.21,190604.85,538301.41
218,185658.7,520531.03,183783.85,552055.33
219,185648.81,520386.09,167904.08,519439.02
220,179908.41,533781.95,163295.79,534118.25
221,179908.41,533781.95,184871.22,556532.32
222,185648.81,520386.09,163056.4,541806.13
223,185648.81,520386.09,187119.51,512152.97
224,196826.63,536790.04,166718.39,529357.16
225,182097.0,538419.42,177994.79,531157.89
226,165727.01,530631.31,182245.53,537393.83
227,179513.55,507871.84,179059.3,515773.53
228,182781.49,546601.21,179830.99,519739.28
229,185648.81,520386.09,186494.56,528420.17
230,185648.81,520386.09,180354.43,523888.27
231,182781.49,546601.21,177496.64,542028.6
232,182781.49,546601.21,179471.69,537761.24
233,164142.21,530990.34,181765.71,527651.57
234,185658.7,520531.03,189844.2,551002.46
235,179908.41,533781.95,190418.03,515661.48
236,164142.21,530990.34,165227.22,527143.96
237,182084.59,533269.42,175867.0,526536.93
238,185658.7,520531.03,178700.86,534112.26
239,167766.96,546937.62,176094.67,511719.35
240,165418.73,530850.99,191501.75,510229.49
241,165418.73,530850.99,185149.58,526613.71
242,179513.55,507871.84,165612.17,537241.48
243,196826.63,536790.04,181044.08,534443.76
244,182084.59,533269.42,187229.19,523166.31
245,182097.0,538419.42,175302.22,529845.1
246,185648.81,520386.09,182952.87,534761.95
247,182097.0,538419.42,180441.48,518384.93
248,185648.81,520386.09,183730.12,529722.21
249,182781.49,546601.21,187844.92,522343.38
250,182097.0,538419.42,166638.93,522618.05
251,182049.78,538402.03,163539.47,525198.9
252,180193.93,550041.28,185861.6,534831.29
253,165418.73,530850.99,173667.13,535791.77
254,179513.55,507871.84,190333.74,521599.98
255,196826.63,536790.04,182522.3,529517.55
256,167766.96,546937.62,169721.4,521990.77
257,182781.49,546601.21,181066.38,510850.34
258,182084.59,533269.42,189681.86,530723.9
259,179513.55,507871.84,180679.13,524786.53
260,165727.01,530631.31,176489.71,531096.14
261,165727.01,530631.31,190926.15,521934.45
262,182097.0,538419.42,178373.75,542437.99
263,165727.01,530631.31,164195.26,526301.53
264,182049.78,538402.03,190808.92,541284.62
265,165727.01,530631.31,178012.46,521432.75
266,185658.7,520531.03,176905.56,526459.63
267,196826.63,536790.04,189290.63,511287.55
268,182084.59,533269.42,191088.48,518955.16
269,165418.73,530850.99,174946.52,511188.64
270,164142.21,530990.34,188052.92,523881.38
271,182084.59,533269.42,180415.65,538431.3
272,167766.96,546937.62,168653.08,524210.81
273,179513.55,507871.84,190308.28,534868.64
274,164142.21,530990.34,189658.82,524591.84
275,167766.96,546937.62,177836.24,524045.7
276,182084.59,533269.42,158454.96,540619.49
277,196826.63,536790.04,183645.79,519129.18
278,167766.96,546937.62,180973.36,519877.98
279,179513.55,507871.84,184603.67,534852.68
280,185658.7,520531.03,175011.77,537367.24
281,165727.01,530631.31,185037.75,549288.59
282,164142.21,530990.34,184066.78,551069.64
283,196826.63,536790.04,195957.62,534874.79
284,182781.49,546601.21,178914.96,515895.16
285,182781.49,546601.21,163870.51,549345.71
286,165727.01,530631.31,166237.65,524875.03
287,182084.59,533269.42,175181.59,552584.89
288,185648.81,520386.09,192412.6,546869.99
289,182084.59,533269.42,182216.73,531847.53
290,196826.63,536790.04,183249.6,537994.95
291,182097.0,538419.42,180582.05,523522.45
292,182097.0,538419.42,186102.84,537900.01
293,165418.73,530850.99,187303.12,538899.43
294,164142.21,530990.34,169980.25,536944.65
295,180193.93,550041.28,174602.75,540415.91
296,182049.78,538402.03,175010.66,538600.73
297,165727.01,530631.31,188503.26,537565.37
298,182097.0,538419.42,182956.69,531294.56
299,182781.49,546601.21,193023.34,520989.11
300,179513.55,507871.84,187843.87,531206.05
301,185648.81,520386.09,188289.99,511960.91
302,196826.63,536790.04,168734.17,521929.6
303,182781.49,546601.21,175373.28,522488.82
304,185658.7,520531.03,186956.67,559072.7
305,182084.59,533269.42,185576.53,543407.82
306,180193.93,550041.28,174022.02,536985.63
307,179908.41,533781.95,175066.04,540191.51
308,185648.81,520386.09,178446.39,529014.29
309,196826.63,536790.04,191906.8,522602.88
310,196826.63,536790.04,167915.37,529113.7
311,167766.96,546937.62,183943.38,518827.54
312,179908.41,533781.95,185548.15,539389.92
313,182084.59,533269.42,195697.52,535162.49
314,165727.01,530631.31,186383.98,522518.57
315,167766.96,546937.62,178458.15,542578.2
316,179908.41,533781.95,162208.77,536074.11
317,196826.63,536790.04,176236.12,527343.82
318,165727.01,530631.31,176216.41,526151.83
319,185648.81,520386.09,181538.19,550669.73
320,164142.21,530990.34,178654.47,507759.69
321,165418.73,530850.99,172071.23,528070.45
322,196826.63,536790.04,176576.45,530156.47
323,185658.7,520531.03,181000.76,517259.94
324,179513.55,507871.84,167723.24,545728.78
325,196826.63,536790.04,172635.01,515568.58
326,179513.55,507871.84,191153.27,530436.44
327,182097.0,538419.42,184402.47,549394.56
328,185648.81,520386.09,179235.88,523203.62
329,185658.7,520531.03,186719.64,556710.28
330,164142.21,530990.34,165839.99,532379.73
331,165418.73,530850.99,178575.83,511637.54
332,165727.01,530631.31,180663.1,516244.19
333,185648.81,520386.09,188274.62,546721.3
334,196826.63,536790.04,190094.37,550622.41
335,185648.81,520386.09,174956.1,513854.98
336,167766.96,546937.62,193455.4,539136.76
337,182049.78,538402.03,164074.68,541090.01
338,196826.63,536790.04,162448.23,527405.75
339,179908.41,533781.95,171265.23,536935.73
340,182049.78,538402.03,182948.1,544966.17
341,167766.96,546937.62,171088.19,543761.34
342,182781.49,546601.21,185536.91,534524.32
343,179513.55,507871.84,165639.42,549587.89
344,180193.93,550041.28,186973.53,510983.47
345,182049.78,538402.03,185119.74,525526.8
346,196826.63,536790.04,187106.29,530348.34
347,185648.81,520386.09,184472.29,529687.48
348,182049.78,538402.03,191483.54,534387.26
349,180193.93,550041.28,183120.85,521884.73
350,165727.01,530631.31,177074.02,520044.34
351,185648.81,520386.09,185324.51,523941.32
352,185658.7,520531.03,187810.97,518491.57
353,167766.96,546937.62,191534.51,524910.33
354,165418.73,530850.99,183482.71,539817.72
355,167766.96,546937.62,190637.91,516344.21
356,167766.96,546937.62,184364.94,546789.12
357,179908.41,533781.95,189671.41,512157.74
358,179513.55,507871.84,191594.19,525184.14
359,185658.7,520531.03,177175.28,550032.42
360,196826.63,536790.04,175153.88,525923.18
361,165418.73,530850.99,177903.57,514924.08
362,182084.59,533269.42,195342.99,535796.4
363,182049.78,538402.03,176270.62,534690.45
364,180193.93,550041.28,196709.21,533667.24
365,180193.93,550041.28,183512.64,530302.95
366,165418.73,530850.99,182424.34,512330.41
367,182781.49,546601.21,173089.0,540691.53
368,167766.96,546937.62,158272.25,529235.02
369,165418.73,530850.99,171069.67,518928.1
370,167766.96,546937.62,196361.37,527990.92
371,179908.41,533781.95,187203.22,534518.48
372,165727.01,530631.31,185444.93,538617.51
373,182049.78,538402.03,157723.97,530083.78
374,182781.49,546601.21,181028.64,534834.84
375,165418.73,530850.99,174255.54,531867.07
376,179513.55,507871.84,187504.35,524235.3
377,182781.49,546601.21,168639.54,518020.46
378,164142.21,530990.34,194391.48,533330.4
379,185658.7,520531.03,184137.97,548669.06
380,182781.49,546601.21,170248.15,526600.7
381,164142.21,530990.34,175649.86,518166.35
382,182084.59,533269.42,183622.36,534314.95
383,185658.7,520531.03,182478.67,542103.91
384,179513.55,507871.84,170554.01,534533.59
385,164142.21,530990.34,189589.67,551523.31
386,179513.55,507871.84,182554.71,516740.91
387,179908.41,533781.95,179139.73,537638.61
388,165418.73,530850.99,174801.16,538428.19
389,165418.73,530850.99,175870.41,549985.6
390,182097.0,538419.42,181489.84,535979.81
391,182097.0,538419.42,189853.78,512753.86
392,165418.73,530850.99,193521.16,530819.21
393,179513.55,507871.84,192931.51,530853.27
394,165727.01,530631.31,184532.11,544026.7
395,167766.96,546937.62,192753.9,526125.9
396,165418.73,530850.99,190100.77,540079.8
397,182097.0,538419.42,174256.94,551894.34
398,179513.55,507871.84,189819.75,543638.9
399,182781.49,546601.21,163497.0,529671.53
400,179513.55,507871.84,185323.42,532310.55
401,165418.73,530850.99,169035.9,530167.01
402,182049.78,538402.03,190919.83,537725.15
403,179908.41,533781.95,175558.56,537866.87
404,185648.81,520386.09,172335.21,539523.77
405,167766.96,546937.62,179694.09,530015.85
406,196826.63,536790.04,180356.08,535088.56
407,182781.49,546601.21,173335.22,524143.93
408,196826.63,536790.04,179476.65,531387.66
409,185658.7,520531.03,179624.87,527599.07
410,180193.93,550041.28,182007.69,533388.76
411,165727.01,530631.31,162192.67,525344.78
412,182049.78,538402.03,184280.34,521104.88
413,164142.21,530990.34,175931.28,539488.31
414,164142.21,530990.34,180847.63,519286.49
415,182781.49,546601.21,184037.78,519158.56
416,182097.0,538419.42,176938.71,534370.45
417,180193.93,550041.28,189346.15,552572.73
418,185648.81,520386.09,198471.9,536197.11
419,182781.49,546601.21,175533.25,526283.56
420,180193.93,550041.28,181490.05,542478.77
421,179908.41,533781.95,183775.84,521481.88
422,165727.01,530631.31,179589.17,525140.85
423,165418.73,530850.99,166706.47,519924.9
424,196826.63,536790.04,189351.02,523844.69
425,180193.93,550041.28,190863.5,539809.21
426,165727.01,530631.31,167821.76,530910.57
427,165418.73,530850.99,196365.96,532251.58
428,165418.73,530850.99,196678.57,526972.63
429,196826.63,536790.04,185798.38,532297.06
430,179513.55,507871.84,185992.94,544775.58
431,196826.63,536790.04,172547.16,550368.45
432,165727.01,530631.31,170839.86,541686.41
433,167766.96,546937.62,188717.56,512325.04
434,180193.93,550041.28,194467.12,532564.86
435,165418.73,530850.99,165850.28,537151.34
436,165418.73,530850.99,184242.45,526671.3
437,165418.73,530850.99,181511.12,526095.64
438,179513.55,507871.84,163248.95,536635.56
439,180193.93,550041.28,169504.15,518744.54
440,182097.0,538419.42,168301.29,531413.6
441,179513.55,507871.84,172104.24,517261.17
442,165727.01,530631.31,183689.39,518692.87
443,164142.21,530990.34,190699.4,537085.67
444,182084.59,533269.42,189185.3,515275.14
445,182084.59,533269.42,187526.89,518187.91
446,182781.49,546601.21,167663.03,522810.16
447,182781.49,546601.21,183743.05,530544.51
448,196826.63,536790.04,172457.85,550534.95
449,182097.0,538419.42,181464.3,535479.47
450,185658.7,520531.03,178147.04,540659.76
451,164142.21,530990.34,178911.68,540761.29
452,180193.93,550041.28,179954.12,538896.42
453,179908.41,533781.95,175378.1,523457.19
454,179908.41,533781.95,171261.57,518843.46
455,185658.7,520531.03,181465.02,530599.85
456,164142.21,530990.34,166729.92,525813.26
457,182781.49,546601.21,172639.75,532021.56
458,185648.81,520386.09,160296.02,531946.51
459,167766.96,546937.62,170145.42,519731.64
460,196826.63,536790.04,178999.76,535462.08
461,182049.78,538402.03,186226.93,525810.76
462,180193.93,550041.28,181375.74,540249.99
463,164142.21,530990.34,160746.13,529486.1
464,179908.41,533781.95,165173.29,528989.66
465,185648.81,520386.09,164470.4,532180.36
466,182084.59,533269.42,180856.32,533866.04
467,182049.78,538402.03,166253.85,526608.72
468,185648.81,520386.09,179908.03,522371.43
469,180193.93,550041.28,177887.79,532180.03
470,179513.55,507871.84,179167.89,531492.23
471,182097.0,538419.42,177416.85,547093.51
472,165418.73,530850.99,177490.44,544495.69
473,165727.01,530631.31,182812.54,537497.21
474,182781.49,546601.21,188125.5,547330.96
475,182781.49,546601.21,163889.6,541186.65
476,196826.63,536790.04,179665.28,524034.79
477,182084.59,533269.42,174668.56,530902.06
478,182049.78,538402.03,179501.15,518529.32
479,182084.59,533269.42,168538.81,524408.78
480,164142.21,530990.34,167315.21,532773.84
481,179908.41,533781.95,178854.28,513795.85
482,182084.59,533269.42,174436.84,544764.79
483,164142.21,530990.34,171581.83,531035.92
484,185648.81,520386.09,188980.71,517930.49
485,182097.0,538419.42,185986.76,548019.72
486,164142.21,530990.34,162997.66,545551.76
487,165418.73,530850.99,188716.35,547260.75
488,185658.7,520531.03,181610.19,539050.17
489,182781.49,546601.21,183184.33,508486.47
490,196826.63,536790.04,179911.5,525395.89
491,179513.55,507871.84,187038.92,546000.18
492,167766.96,546937.62,173747.64,534745.43
493,179513.55,507871.84,196761.36,533787.44
494,196826.63,536790.04,190109.71,538092.94
495,196826.63,536790.04,183682.76,543790.11
496,165727.01,530631.31,187665.83,533441.57
497,182049.78,538402.03,183179.47,525207.71
498,182049.78,538402.03,190365.66,520180.31
499,185658.7,520531.03,160860.47,531073.48
500,182049.78,538402.03,178885.31,539207.88
501,165727.01,530631.31,186935.07,511810.54
502,179908.41,533781.95,174913.88,528448.85
503,179513.55,507871.84,175947.78,520931.35
504,179908.41,533781.95,172045.57,508513.77
505,167766.96,546937.62,185043.72,540336.13
506,179908.41,533781.95,185163.95,534752.69
507,185658.7,520531.03,170718.15,534602.36
508,182084.59,533269.42,167025.89,541610.71
509,185658.7,520531.03,188938.23,534213.18
510,167766.96,546937.62,185825.05,533423.47
511,165727.01,530631.31,179472.28,523769.18
512,165727.01,530631.31,178127.43,529917.33
513,167766.96,546937.62,190159.37,535762.75
514,179513.55,507871.84,187097.23,519710.54
515,179908.41,533781.95,196849.78,532262.28
516,180193.93,550041.28,161344.91,535779.54
517,182049.78,538402.03,167639.46,522884.28
518,182781.49,546601.21,185477.9,530109.57
519,165418.73,530850.99,185561.0,546257.88
520,185648.81,520386.09,190337.91,539409.0
521,182084.59,533269.42,181043.25,521275.66
522,165727.01,530631.31,169131.28,537410.28
523,180193.93,550041.28,186132.97,519870.75
524,196826.63,536790.04,181942.7,508151.57
525,182097.0,538419.42,181996.9,524458.01
526,167766.96,546937.62,183567.4,534105.35
527,179908.41,533781.95,184539.92,548739.34
528,182084.59,533269.42,189857.29,540049.07
529,182049.78,538402.03,173246.18,529519.56
530,165418.73,530850.99,175172.39,534529.88
531,185648.81,520386.09,190860.46,534398.55
532,182097.0,538419.42,180986.68,538374.8
533,180193.93,550041.28,162124.35,538471.21
534,196826.63,536790.04,189515.58,532793.25
535,182097.0,538419.42,175710.93,520794.8
536,164142.21,530990.34,161929.09,525008.69
537,179513.55,507871.84,191150.49,527526.02
538,165418.73,530850.99,193668.41,529215.64
539,196826.63,536790.04,186178.59,531310.8
540,182084.59,533269.42,176110.43,529539.59
541,185648.81,520386.09,166418.42,519768.77
542,182049.78,538402.03,188158.82,544791.88
543,182084.59,533269.42,186183.02,538722.95
544,182084.59,533269.42,182934.27,542153.65
545,196826.63,536790.04,170380.77,534199.39
546,182049.78,538402.03,192589.14,533574.11
547,165727.01,530631.31,168354.84,540842.96
548,165418.73,530850.99,189375.85,534449.95
549,167766.96,546937.62,173260.32,510063.84
550,182097.0,538419.42,166702.39,532165.18
551,185648.81,520386.09,179739.16,537257.55
552,196826.63,536790.04,163978.86,526194.56
553,182781.49,546601.21,181813.11,535851.89
554,182781.49,546601.21,190535.75,541411.05
555,179513.55,507871.84,186261.58,531234.67
556,165727.01,530631.31,166375.69,532555.35
557,182049.78,538402.03,194118.79,518595.76
558,182049.78,538402.03,175376.7,533338.43
559,179908.41,533781.95,177581.5,510658.86
560,182781.49,546601.21,180605.24,537024.19
561,167766.96,546937.62,192642.18,540344.44
562,182049.78,538402.03,185374.31,532422.25
563,165727.01,530631.31,178820.63,549757.44
564,164142.21,530990.34,175199.98,527626.34
565,182097.0,538419.42,193420.64,530354.88
566,185658.7,520531.03,171223.85,511387.52
567,180193.93,550041.28,168354.66,519689.59
568,165418.73,530850.99,192944.05,555515.24
569,179908.41,533781.95,182712.01,554664.33
570,164142.21,530990.34,187239.6,545141.83
571,165727.01,530631.31,162450.2,531498.54
572,180193.93,550041.28,176851.04,546243.07
573,182781.49,546601.21,195733.21,529235.57
574,180193.93,550041.28,177630.52,539211.26
575,185658.7,520531.03,189906.05,527002.12
576,182781.49,546601.21,185078.38,553457.2
577,167766.96,546937.62,189268.37,538968.13
578,165727.01,530631.31,172027.35,532100.63
579,165418.73,530850.99,193120.39,533241.69
580,165727.01,530631.31,181747.99,516223.92
581,165418.73,530850.99,174641.51,531188.29
582,167766.96,546937.62,176765.61,542020.43
583,182049.78,538402.03,177350.17,516369.35
584,182084.59,533269.42,181365.07,504970.91
585,182049.78,538402.03,178394.3,538042.75
586,165418.73,530850.99,184580.02,539702.54
587,185648.81,520386.09,172672.83,513724.43
588,182084.59,533269.42,187246.76,513151.97
589,164142.21,530990.34,179470.42,545919.14
590,185648.81,520386.09,183425.78,506939.78
591,179513.55,507871.84,178010.18,530177.59
592,185658.7,520531.03,181571.83,534495.93
593,165418.73,530850.99,186795.66,516226.27
594,182097.0,538419.42,166202.59,519708.47
595,196826.63,536790.04,182071.19,523431.21
596,179908.41,533781.95,189112.99,528507.12
597,196826.63,536790.04,175630.93,549874.83
598,196826.63,536790.04,162680.79,525684.4
599,180193.93,550041.28,191720.15,536080.08
600,196826.63,536790.04,181897.16,535126.33
601,185658.7,520531.03,187093.3,554658.0
602,182049.78,538402.03,190950.29,540520.73
603,182049.78,538402.03,184204.41,525566.85
604,185648.81,520386.09,163028.31,532128.75
605,165418.73,530850.99,184589.51,542535.5
606,164142.21,530990.34,178645.93,528922.49
607,180193.93,550041.28,165283.72,526838.63
608,179513.55,507871.84,183637.32,512408.48
609,196826.63,536790.04,174777.52,512146.77
610,182049.78,538402.03,173094.91,536569.33
611,165418.73,530850.99,175471.18,519290.34
612,165418.73,530850.99,185448.76,512942.07
613,167766.96,546937.62,178029.4,540113.49
614,165727.01,530631.31,182246.95,524993.14
615,179513.55,507871.84,172333.33,543276.35
616,182084.59,533269.42,187400.19,532229.61
617,165727.01,530631.31,187451.98,550229.7
618,185658.7,520531.03,175440.67,515916.28
619,182097.0,538419.42,180940.44,531349.49
620,165727.01,530631.31,182403.24,510276.28
621,182781.49,546601.21,176649.11,550962.55
622,164142.21,530990.34,175714.15,538845.98
623,182084.59,533269.42,169935.21,544162.46
624,164142.21,530990.34,188617.56,536745.69
625,182084.59,533269.42,190390.87,539453.35
626,185658.7,520531.03,168265.74,539458.6
627,180193.93,550041.28,174877.13,549597.99
628,182049.78,538402.03,192452.48,540246.45
629,182097.0,538419.42,175777.13,535191.47
630,182097.0,538419.42,182906.72,535272.19
631,196826.63,536790.04,168334.33,522176.33
632,185658.7,520531.03,175867.17,517580.61
633,167766.96,546937.62,185260.64,534443.79
